Site,year,NDVI,NDWI,cloud_cover,longitude,latitude,bloom,month,day_of_year,day_of_month,is_spring,is_summer,is_fall,is_winter
Chino Hills,2020,0.228536157157401,-0.2336937008726987,1.21,-117.77741722644762,33.95166982313173,1,5,130,9,1,0,0,0
Chino Hills,2020,0.2034286433160629,-0.2187350504955121,0.05,-117.77741722644762,33.95166982313173,1,5,146,25,1,0,0,0
Carlsbad Ranch,2020,0.1962493402608566,-0.2101547680815227,32.21,-117.31926787076675,33.128594291425586,1,3,66,6,1,0,0,0
Anza-Borrego Desert State Park,2020,0.0960515463718856,-0.1345594760094222,32.21,-116.17218600715876,32.9601360505044,1,3,66,6,1,0,0,0
Chino Hills,2020,0.2315634799626811,-0.2318604295262978,32.21,-117.77741722644762,33.95166982313173,1,3,66,6,1,0,0,0
Carlsbad Ranch,2020,0.1614931810716112,-0.1827629218968974,37.48,-117.31926787076675,33.128594291425586,1,3,82,22,1,0,0,0
Anza-Borrego Desert State Park,2020,0.0683079517644598,-0.1065316775747686,37.48,-116.17218600715876,32.9601360505044,1,3,82,22,1,0,0,0
Chino Hills,2020,0.2324041837497604,-0.2247765184365643,37.48,-117.77741722644762,33.95166982313173,1,3,82,22,1,0,0,0
Carlsbad Ranch,2020,0.1617156195451273,-0.2067241578534689,1.2,-117.31926787076675,33.128594291425586,1,4,114,23,1,0,0,0
Anza-Borrego Desert State Park,2020,0.1077207722672033,-0.1444912487969826,1.2,-116.17218600715876,32.9601360505044,1,4,114,23,1,0,0,0
Chino Hills,2020,0.256685084646261,-0.2515512992754311,1.2,-117.77741722644762,33.95166982313173,1,4,114,23,1,0,0,0
Anza-Borrego Desert State Park,2020,0.1013120417606299,-0.1425080835766108,39.77,-116.17218600715876,32.9601360505044,1,5,130,9,1,0,0,0
Chino Hills,2020,0.225331897951195,-0.2330958416379137,39.77,-117.77741722644762,33.95166982313173,1,5,130,9,1,0,0,0
Carlsbad Ranch,2020,0.1407512836265979,-0.1862111530087937,20.94,-117.31926787076675,33.128594291425586,1,5,146,25,1,0,0,0
Anza-Borrego Desert State Park,2020,0.0901533098151785,-0.1362601076565148,20.94,-116.17218600715876,32.9601360505044,1,5,146,25,1,0,0,0
Chino Hills,2020,0.2017307300437016,-0.2190076538691584,20.94,-117.77741722644762,33.95166982313173,1,5,146,25,1,0,0,0
Antelope Valley California Poppy Reserve,2020,0.2153263166663709,-0.22608854274036,41.31,-118.38375469959021,34.71508861411871,1,3,89,29,1,0,0,0
Channel Islands National Park,2020,0.00021948456142299893,0.0280587282389317,41.31,-119.97285014044256,33.998418819119095,1,3,89,29,1,0,0,0
Chino Hills,2020,0.2440410648305354,-0.2363923285620985,41.31,-117.77741722644762,33.95166982313173,1,3,89,29,1,0,0,0
Antelope Valley California Poppy Reserve,2020,0.231845103141026,-0.2442664794079033,1.18,-118.38375469959021,34.71508861411871,1,4,105,14,1,0,0,0
Channel Islands National Park,2020,0.0328287889170832,-0.012612214473609,1.18,-119.97285014044256,33.998418819119095,1,4,105,14,1,0,0,0
Chino Hills,2020,0.2477629370484324,-0.237573773505776,1.18,-117.77741722644762,33.95166982313173,1,4,105,14,1,0,0,0
Antelope Valley California Poppy Reserve,2020,0.2244774789029794,-0.2466955879969677,16.0,-118.38375469959021,34.71508861411871,1,4,121,30,1,0,0,0
Chino Hills,2020,0.2400962276002642,-0.2378065830396624,16.0,-117.77741722644762,33.95166982313173,1,4,121,30,1,0,0,0
Antelope Valley California Poppy Reserve,2020,0.1718091877704262,-0.2227700911214771,6.7,-118.38375469959021,34.71508861411871,1,5,137,16,1,0,0,0
Chino Hills,2020,0.2101196446069194,-0.2232514882943384,6.7,-117.77741722644762,33.95166982313173,1,5,137,16,1,0,0,0
Channel Islands National Park,2020,0.0018669495209376,0.0188779025766597,13.76,-119.97285014044256,33.998418819119095,1,3,89,29,1,0,0,0
Chino Hills,2020,0.2142225930703422,-0.218533274975731,13.76,-117.77741722644762,33.95166982313173,1,3,89,29,1,0,0,0
Channel Islands National Park,2020,0.0345113848799925,-0.0196118490373311,33.29,-119.97285014044256,33.998418819119095,1,4,105,14,1,0,0,0
Chino Hills,2020,0.2209457763197596,-0.224581232596445,33.29,-117.77741722644762,33.95166982313173,1,4,105,14,1,0,0,0
Chino Hills,2020,0.198460475896928,-0.2148867460181583,3.35,-117.77741722644762,33.95166982313173,1,5,137,16,1,0,0,0
Carrizo Plain National Monument,2020,0.1730623433751404,-0.1963085828646548,4.93,-119.84188601188094,35.14694248226192,1,3,64,4,1,0,0,0
Carrizo Plain National Monument,2020,0.2014523189880735,-0.2142652758748771,22.19,-119.84188601188094,35.14694248226192,1,3,80,20,1,0,0,0
Carrizo Plain National Monument,2020,0.2305198122064752,-0.2329048128314372,32.81,-119.84188601188094,35.14694248226192,1,4,112,21,1,0,0,0
Carrizo Plain National Monument,2020,0.1903955739648028,-0.2211006682852864,3.42,-119.84188601188094,35.14694248226192,1,5,128,7,1,0,0,0
Carrizo Plain National Monument,2020,0.1493571223008532,-0.1990695794426097,1.32,-119.84188601188094,35.14694248226192,1,5,144,23,1,0,0,0
Lompoc Flower Fields,2020,0.1440964483544129,-0.1614192620331703,31.29,-120.51575049640014,34.657902770671875,1,3,64,4,1,0,0,0
Carrizo Plain National Monument,2020,0.1641298252578533,-0.1882192039130075,31.29,-119.84188601188094,35.14694248226192,1,3,64,4,1,0,0,0
Channel Islands National Park,2020,0.0983542008323058,-0.086050856864687,31.29,-119.97285014044256,33.998418819119095,1,3,64,4,1,0,0,0
Figueroa Mountain,2020,0.2302598659481435,-0.2365523964155356,31.29,-119.75271879837472,34.69766407453087,1,3,64,4,1,0,0,0
Laura and Jack Dangermond Reserve,2020,0.2963839433525519,-0.2815713014215411,31.29,-120.4499101041053,34.509933096785765,1,3,64,4,1,0,0,0
Montaña de Oro State Park,2020,0.221251621048708,-0.2164536654652414,31.29,-120.81383400040781,35.20683027405567,1,3,64,4,1,0,0,0
Sedgwick Reserve,2020,0.2023396608676557,-0.2082875601970669,31.29,-120.02672551703671,34.71413309520678,1,3,64,4,1,0,0,0
Lompoc Flower Fields,2020,0.1921344079197959,-0.2050453097807048,15.14,-120.51575049640014,34.657902770671875,1,4,112,21,1,0,0,0
Carrizo Plain National Monument,2020,0.2314856056283997,-0.2323254688446442,15.14,-119.84188601188094,35.14694248226192,1,4,112,21,1,0,0,0
Channel Islands National Park,2020,0.0964516933931799,-0.0912811432264351,15.14,-119.97285014044256,33.998418819119095,1,4,112,21,1,0,0,0
Figueroa Mountain,2020,0.2348818335343518,-0.2361135013926199,15.14,-119.75271879837472,34.69766407453087,1,4,112,21,1,0,0,0
Laura and Jack Dangermond Reserve,2020,0.3024974607088848,-0.2861314901077187,15.14,-120.4499101041053,34.509933096785765,1,4,112,21,1,0,0,0
Montaña de Oro State Park,2020,0.2621363067582885,-0.2446154787822069,15.14,-120.81383400040781,35.20683027405567,1,4,112,21,1,0,0,0
Sedgwick Reserve,2020,0.2379822558931708,-0.2296321005534501,15.14,-120.02672551703671,34.71413309520678,1,4,112,21,1,0,0,0
Lompoc Flower Fields,2020,0.175158355345559,-0.1937346346590323,13.97,-120.51575049640014,34.657902770671875,1,5,128,7,1,0,0,0
Carrizo Plain National Monument,2020,0.1843904232648988,-0.2134159081545696,13.97,-119.84188601188094,35.14694248226192,1,5,128,7,1,0,0,0
Channel Islands National Park,2020,0.1394453896401098,-0.1488653187276266,13.97,-119.97285014044256,33.998418819119095,1,5,128,7,1,0,0,0
Figueroa Mountain,2020,0.255109501897704,-0.2566133012180397,13.97,-119.75271879837472,34.69766407453087,1,5,128,7,1,0,0,0
Laura and Jack Dangermond Reserve,2020,0.276860116384968,-0.2785036755580459,13.97,-120.4499101041053,34.509933096785765,1,5,128,7,1,0,0,0
Montaña de Oro State Park,2020,0.2556728369599726,-0.2508235716885834,13.97,-120.81383400040781,35.20683027405567,1,5,128,7,1,0,0,0
Sedgwick Reserve,2020,0.2266393961842537,-0.2347539742837359,13.97,-120.02672551703671,34.71413309520678,1,5,128,7,1,0,0,0
Lompoc Flower Fields,2020,0.1920870906840156,-0.2078856009248649,13.53,-120.51575049640014,34.657902770671875,1,5,144,23,1,0,0,0
Carrizo Plain National Monument,2020,0.1532301168278527,-0.1983429312854886,13.53,-119.84188601188094,35.14694248226192,1,5,144,23,1,0,0,0
Channel Islands National Park,2020,0.0778516703453771,-0.0778553707154056,13.53,-119.97285014044256,33.998418819119095,1,5,144,23,1,0,0,0
Figueroa Mountain,2020,0.264951149062836,-0.267398978533418,13.53,-119.75271879837472,34.69766407453087,1,5,144,23,1,0,0,0
Laura and Jack Dangermond Reserve,2020,0.2439848666355452,-0.2596230476237399,13.53,-120.4499101041053,34.509933096785765,1,5,144,23,1,0,0,0
Montaña de Oro State Park,2020,0.2671979199649913,-0.264752254498326,13.53,-120.81383400040781,35.20683027405567,1,5,144,23,1,0,0,0
Sedgwick Reserve,2020,0.1991192308661343,-0.2190882693504768,13.53,-120.02672551703671,34.71413309520678,1,5,144,23,1,0,0,0
Channel Islands National Park,2020,0.1075303853440539,-0.0974958281226434,56.49,-119.97285014044256,33.998418819119095,1,4,96,5,1,0,0,0
Channel Islands National Park,2020,0.0921557984474237,-0.0881157517459268,26.81,-119.97285014044256,33.998418819119095,1,4,112,21,1,0,0,0
Channel Islands National Park,2020,0.1245695721252035,-0.1384862462454022,20.41,-119.97285014044256,33.998418819119095,1,5,128,7,1,0,0,0
Channel Islands National Park,2020,0.064433557777279,-0.0675969230672516,68.99,-119.97285014044256,33.998418819119095,1,5,144,23,1,0,0,0
Red Hills Recreational Managment Area,2020,0.2798725376892744,-0.2721343648536711,31.74,-120.47149701124106,37.847251852339554,1,3,71,11,1,0,0,0
Red Hills Recreational Managment Area,2020,0.2546828710552108,-0.2444746722724002,11.12,-120.47149701124106,37.847251852339554,1,3,87,27,1,0,0,0
Red Hills Recreational Managment Area,2020,0.2542448163266063,-0.2535794464307146,1.25,-120.47149701124106,37.847251852339554,1,4,119,28,1,0,0,0
Red Hills Recreational Managment Area,2020,0.1753024615868057,-0.2067691938374023,42.72,-120.47149701124106,37.847251852339554,1,5,151,30,1,0,0,0
Carrizo Plain National Monument,2020,0.2080061733722079,-0.2112527600069715,22.48,-119.84188601188094,35.14694248226192,1,3,87,27,1,0,0,0
Montaña de Oro State Park,2020,0.2582917525950846,-0.2444259455563152,22.48,-120.81383400040781,35.20683027405567,1,3,87,27,1,0,0,0
Carrizo Plain National Monument,2020,0.2086623367715988,-0.1989867804632872,76.33,-119.84188601188094,35.14694248226192,1,4,103,12,1,0,0,0
Montaña de Oro State Park,2020,0.2652414603096931,-0.2303731216732269,76.33,-120.81383400040781,35.20683027405567,1,4,103,12,1,0,0,0
Carrizo Plain National Monument,2020,0.2228531660462641,-0.230348089249554,11.38,-119.84188601188094,35.14694248226192,1,4,119,28,1,0,0,0
Montaña de Oro State Park,2020,0.2757489128789575,-0.2659004833499024,11.38,-120.81383400040781,35.20683027405567,1,4,119,28,1,0,0,0
Carrizo Plain National Monument,2020,0.195531520916095,-0.2256341807972227,7.86,-119.84188601188094,35.14694248226192,1,5,135,14,1,0,0,0
Montaña de Oro State Park,2020,0.2462988401790552,-0.2530622866227309,7.86,-120.81383400040781,35.20683027405567,1,5,135,14,1,0,0,0
Lompoc Flower Fields,2020,0.182587138564217,-0.197927067288603,23.16,-120.51575049640014,34.657902770671875,1,3,87,27,1,0,0,0
Carrizo Plain National Monument,2020,0.2218744381278818,-0.2203457714567333,23.16,-119.84188601188094,35.14694248226192,1,3,87,27,1,0,0,0
Laura and Jack Dangermond Reserve,2020,0.2822404559028079,-0.2682779533029651,23.16,-120.4499101041053,34.509933096785765,1,3,87,27,1,0,0,0
Montaña de Oro State Park,2020,0.2571815596336056,-0.2447043159366239,23.16,-120.81383400040781,35.20683027405567,1,3,87,27,1,0,0,0
Lompoc Flower Fields,2020,0.1779854124057799,-0.195994316483611,74.15,-120.51575049640014,34.657902770671875,1,4,119,28,1,0,0,0
Carrizo Plain National Monument,2020,0.2508543511447246,-0.2489785608826144,74.15,-119.84188601188094,35.14694248226192,1,4,119,28,1,0,0,0
Laura and Jack Dangermond Reserve,2020,0.2859870838741173,-0.2808331793291326,74.15,-120.4499101041053,34.509933096785765,1,4,119,28,1,0,0,0
Montaña de Oro State Park,2020,0.274528272890163,-0.2659607610924935,74.15,-120.81383400040781,35.20683027405567,1,4,119,28,1,0,0,0
Lompoc Flower Fields,2020,0.1752350721695536,-0.1969301467773967,1.29,-120.51575049640014,34.657902770671875,1,5,135,14,1,0,0,0
Carrizo Plain National Monument,2020,0.228968470272043,-0.2456348081909299,1.29,-119.84188601188094,35.14694248226192,1,5,135,14,1,0,0,0
Laura and Jack Dangermond Reserve,2020,0.2640960242485297,-0.2776285464678206,1.29,-120.4499101041053,34.509933096785765,1,5,135,14,1,0,0,0
Montaña de Oro State Park,2020,0.2500076661567366,-0.2579258987817769,1.29,-120.81383400040781,35.20683027405567,1,5,135,14,1,0,0,0
North Table Mountain Ecological Reserve,2020,0.2350189130033056,-0.2349848736631494,1.24,-121.55597836570155,39.5934372299187,1,3,62,2,1,0,0,0
North Table Mountain Ecological Reserve,2020,0.2675211714189997,-0.2566997179333756,0.53,-121.55597836570155,39.5934372299187,1,4,94,3,1,0,0,0
North Table Mountain Ecological Reserve,2020,0.2750091478566671,-0.2626722110767852,54.33,-121.55597836570155,39.5934372299187,1,4,110,19,1,0,0,0
North Table Mountain Ecological Reserve,2020,0.2300130485363732,-0.2409678921487141,4.59,-121.55597836570155,39.5934372299187,1,5,126,5,1,0,0,0
North Table Mountain Ecological Reserve,2020,0.2021416347770021,-0.2151244213435131,29.81,-121.55597836570155,39.5934372299187,1,5,142,21,1,0,0,0
Yolo sunflowers,2020,0.2317025508458177,-0.239513712907595,1.88,-121.82534666882003,38.557265407496566,1,3,62,2,1,0,0,0
Bear Valley Wildflower,2020,0.2108183420689711,-0.2191176376742879,1.88,-122.42961255408602,39.122353957117646,1,3,62,2,1,0,0,0
Jepson Prairie Preserve,2020,0.3343980615501074,-0.3215682232621384,1.88,-121.82979211875876,38.26395459392311,1,3,62,2,1,0,0,0
North Table Mountain Ecological Reserve,2020,0.2356495027506799,-0.2398613896015559,1.88,-121.55597836570155,39.5934372299187,1,3,62,2,1,0,0,0
Yolo sunflowers,2020,0.2395870982319294,-0.2443405234876889,0.36,-121.82534666882003,38.557265407496566,1,4,94,3,1,0,0,0
Bear Valley Wildflower,2020,0.2335643355462096,-0.2360471414596162,0.36,-122.42961255408602,39.122353957117646,1,4,94,3,1,0,0,0
Jepson Prairie Preserve,2020,0.3076392483743657,-0.2988964044129649,0.36,-121.82979211875876,38.26395459392311,1,4,94,3,1,0,0,0
North Table Mountain Ecological Reserve,2020,0.2672611173914152,-0.2608285874100492,0.36,-121.55597836570155,39.5934372299187,1,4,94,3,1,0,0,0
Yolo sunflowers,2020,0.2371117548184439,-0.2431474649476782,30.03,-121.82534666882003,38.557265407496566,1,4,110,19,1,0,0,0
Bear Valley Wildflower,2020,0.2437711397764146,-0.2470412773623182,30.03,-122.42961255408602,39.122353957117646,1,4,110,19,1,0,0,0
Jepson Prairie Preserve,2020,0.2689601498473417,-0.2814745677833314,30.03,-121.82979211875876,38.26395459392311,1,4,110,19,1,0,0,0
North Table Mountain Ecological Reserve,2020,0.2749510669414635,-0.266483277743494,30.03,-121.55597836570155,39.5934372299187,1,4,110,19,1,0,0,0
Yolo sunflowers,2020,0.2226307825271129,-0.2406460684397689,0.64,-121.82534666882003,38.557265407496566,1,5,126,5,1,0,0,0
Bear Valley Wildflower,2020,0.1890367542780445,-0.2189697647247453,0.64,-122.42961255408602,39.122353957117646,1,5,126,5,1,0,0,0
Jepson Prairie Preserve,2020,0.209866232640995,-0.2616555009511258,0.64,-121.82979211875876,38.26395459392311,1,5,126,5,1,0,0,0
North Table Mountain Ecological Reserve,2020,0.2274750486210513,-0.2416379772336561,0.64,-121.55597836570155,39.5934372299187,1,5,126,5,1,0,0,0
Yolo sunflowers,2020,0.2242244377424661,-0.2399632700082662,0.5,-121.82534666882003,38.557265407496566,1,5,142,21,1,0,0,0
Bear Valley Wildflower,2020,0.1546496172587322,-0.1884020116475398,0.5,-122.42961255408602,39.122353957117646,1,5,142,21,1,0,0,0
Jepson Prairie Preserve,2020,0.1649507348783534,-0.2176591391704282,0.5,-121.82979211875876,38.26395459392311,1,5,142,21,1,0,0,0
North Table Mountain Ecological Reserve,2020,0.2019471974901625,-0.2191282184072237,0.5,-121.55597836570155,39.5934372299187,1,5,142,21,1,0,0,0
Jepson Prairie Preserve,2020,0.3341796759381955,-0.3211140266621062,0.55,-121.82979211875876,38.26395459392311,1,3,62,2,1,0,0,0
Jepson Prairie Preserve,2020,0.3082570000159857,-0.300297207748242,0.47,-121.82979211875876,38.26395459392311,1,4,94,3,1,0,0,0
Jepson Prairie Preserve,2020,0.2689145550691109,-0.2810474862429957,61.23,-121.82979211875876,38.26395459392311,1,4,110,19,1,0,0,0
Jepson Prairie Preserve,2020,0.2097649413456453,-0.2615947486599282,27.52,-121.82979211875876,38.26395459392311,1,5,126,5,1,0,0,0
Jepson Prairie Preserve,2020,0.1647269235773402,-0.2175616527758697,20.02,-121.82979211875876,38.26395459392311,1,5,142,21,1,0,0,0
Bear Valley Wildflower,2020,0.2117318735964674,-0.2211681864334791,21.65,-122.42961255408602,39.122353957117646,1,3,69,9,1,0,0,0
Bear Valley Wildflower,2020,0.2695990942011528,-0.2670070193495072,22.96,-122.42961255408602,39.122353957117646,1,3,85,25,1,0,0,0
Bear Valley Wildflower,2020,0.2434059738847866,-0.2400690377127879,61.58,-122.42961255408602,39.122353957117646,1,4,101,10,1,0,0,0
Bear Valley Wildflower,2020,0.2056750946437308,-0.2223725064308741,16.01,-122.42961255408602,39.122353957117646,1,4,117,26,1,0,0,0
Bear Valley Wildflower,2020,0.1427509440588393,-0.1802392737614724,37.19,-122.42961255408602,39.122353957117646,1,5,149,28,1,0,0,0
San Carlos Reservation,2021,0.0991916756283121,-0.142552427674554,1.21,-110.30621859902435,33.276734080468145,1,3,65,6,1,0,0,0
San Carlos Reservation,2021,0.1049298380248773,-0.1476868650987069,23.79,-110.30621859902435,33.276734080468145,1,3,81,22,1,0,0,0
San Carlos Reservation,2021,0.1053797510372465,-0.1495267223171242,0.14,-110.30621859902435,33.276734080468145,1,4,97,7,1,0,0,0
San Carlos Reservation,2021,0.1014859424034225,-0.1490138223460937,29.72,-110.30621859902435,33.276734080468145,1,4,113,23,1,0,0,0
San Carlos Reservation,2021,0.0989466468714507,-0.1494917876351029,0.31,-110.30621859902435,33.276734080468145,1,5,129,9,1,0,0,0
San Carlos Reservation,2021,0.0929530577046305,-0.1440336541702996,0.04,-110.30621859902435,33.276734080468145,1,5,145,25,1,0,0,0
Picacho Peak State Park,2021,0.0785784953783409,-0.1395325687169645,69.13,-111.41815624542738,32.631914235689194,1,3,72,13,1,0,0,0
San Carlos Reservation,2021,0.1137183710994941,-0.1587781105584652,69.13,-110.30621859902435,33.276734080468145,1,3,72,13,1,0,0,0
Suguaro Lake,2021,0.1089397688071241,-0.1420902760680507,69.13,-111.54542234104356,33.598266304516876,1,3,72,13,1,0,0,0
Picacho Peak State Park,2021,0.0722890030386619,-0.1281243639456614,7.33,-111.41815624542738,32.631914235689194,1,3,88,29,1,0,0,0
San Carlos Reservation,2021,0.1018299717640806,-0.1457768833126589,7.33,-110.30621859902435,33.276734080468145,1,3,88,29,1,0,0,0
Suguaro Lake,2021,0.0928405064518854,-0.1389851733453959,7.33,-111.54542234104356,33.598266304516876,1,3,88,29,1,0,0,0
Picacho Peak State Park,2021,0.0700012977421553,-0.1271065406028058,2.34,-111.41815624542738,32.631914235689194,1,4,104,14,1,0,0,0
San Carlos Reservation,2021,0.0994209639554145,-0.1476282799944525,2.34,-110.30621859902435,33.276734080468145,1,4,104,14,1,0,0,0
South Mountain Park and Preserve,2021,0.0875439393770247,-0.12986397034056,2.34,-112.07403564386821,33.335509687319345,1,4,104,14,1,0,0,0
Suguaro Lake,2021,0.0902430742900702,-0.1418689108144852,2.34,-111.54542234104356,33.598266304516876,1,4,104,14,1,0,0,0
Picacho Peak State Park,2021,0.0719767844386668,-0.1333790055515219,0.01,-111.41815624542738,32.631914235689194,1,4,120,30,1,0,0,0
San Carlos Reservation,2021,0.0983664128347121,-0.1491422456652424,0.01,-110.30621859902435,33.276734080468145,1,4,120,30,1,0,0,0
South Mountain Park and Preserve,2021,0.0757995323405058,-0.1203826186413969,0.01,-112.07403564386821,33.335509687319345,1,4,120,30,1,0,0,0
Suguaro Lake,2021,0.0889956501472225,-0.1423735128305209,0.01,-111.54542234104356,33.598266304516876,1,4,120,30,1,0,0,0
Picacho Peak State Park,2021,0.0711213849534367,-0.1346979287054499,0.0,-111.41815624542738,32.631914235689194,1,5,136,16,1,0,0,0
San Carlos Reservation,2021,0.0945692100090035,-0.1481668363438402,0.0,-110.30621859902435,33.276734080468145,1,5,136,16,1,0,0,0
Suguaro Lake,2021,0.0860030535221378,-0.1412363143344685,0.0,-111.54542234104356,33.598266304516876,1,5,136,16,1,0,0,0
Picacho Peak State Park,2021,0.0794691759470615,-0.140435458957004,48.46,-111.41815624542738,32.631914235689194,1,3,72,13,1,0,0,0
Picacho Peak State Park,2021,0.0727112200813019,-0.1279911956536145,20.06,-111.41815624542738,32.631914235689194,1,3,88,29,1,0,0,0
Picacho Peak State Park,2021,0.0701446519848758,-0.1266681526827533,18.82,-111.41815624542738,32.631914235689194,1,4,104,14,1,0,0,0
Picacho Peak State Park,2021,0.0713670742704196,-0.1319352595841606,0.03,-111.41815624542738,32.631914235689194,1,4,120,30,1,0,0,0
Picacho Peak State Park,2021,0.0709336472166827,-0.1339655017880031,0.01,-111.41815624542738,32.631914235689194,1,5,136,16,1,0,0,0
Black Canyon City,2021,0.1194211194667442,-0.1501096589062487,44.92,-112.1229142911712,34.12896611231567,1,3,63,4,1,0,0,0
Suguaro Lake,2021,0.1018561519231513,-0.1427746140739821,44.92,-111.54542234104356,33.598266304516876,1,3,63,4,1,0,0,0
Black Canyon City,2021,0.1048113635119415,-0.1292834542808828,12.63,-112.1229142911712,34.12896611231567,1,3,79,20,1,0,0,0
Suguaro Lake,2021,0.0962509182238357,-0.1435284164228387,12.63,-111.54542234104356,33.598266304516876,1,3,79,20,1,0,0,0
Black Canyon City,2021,0.1134187648493577,-0.1489153334760346,0.07,-112.1229142911712,34.12896611231567,1,4,95,5,1,0,0,0
Suguaro Lake,2021,0.0887225975438912,-0.1393564960290286,0.07,-111.54542234104356,33.598266304516876,1,4,95,5,1,0,0,0
Black Canyon City,2021,0.1055655909620596,-0.1480304315979932,50.0,-112.1229142911712,34.12896611231567,1,4,111,21,1,0,0,0
Suguaro Lake,2021,0.0825335969369741,-0.1358304030702967,50.0,-111.54542234104356,33.598266304516876,1,4,111,21,1,0,0,0
Black Canyon City,2021,0.0997801251101017,-0.1468047400567451,0.01,-112.1229142911712,34.12896611231567,1,5,127,7,1,0,0,0
Suguaro Lake,2021,0.0815258338963965,-0.1377571060130001,0.01,-111.54542234104356,33.598266304516876,1,5,127,7,1,0,0,0
Black Canyon City,2021,0.0958353457922662,-0.1453146072649855,0.02,-112.1229142911712,34.12896611231567,1,5,143,23,1,0,0,0
Suguaro Lake,2021,0.08073275366265,-0.1384947247327017,0.02,-111.54542234104356,33.598266304516876,1,5,143,23,1,0,0,0
Black Canyon City,2021,0.117355887128704,-0.1471612391521664,10.48,-112.1229142911712,34.12896611231567,1,3,63,4,1,0,0,0
Estrella Mountain Regional Park,2021,0.0738106661663762,-0.1163923041535155,10.48,-112.36386460405505,33.32784079444161,1,3,63,4,1,0,0,0
South Mountain Park and Preserve,2021,0.078376863976866,-0.1129366622637299,10.48,-112.07403564386821,33.335509687319345,1,3,63,4,1,0,0,0
Suguaro Lake,2021,0.1086338949276343,-0.1547224414643046,10.48,-111.54542234104356,33.598266304516876,1,3,63,4,1,0,0,0
Black Canyon City,2021,0.1049687153406358,-0.1359973228417175,3.59,-112.1229142911712,34.12896611231567,1,3,79,20,1,0,0,0
Estrella Mountain Regional Park,2021,0.0728615732680864,-0.1163787775893692,3.59,-112.36386460405505,33.32784079444161,1,3,79,20,1,0,0,0
South Mountain Park and Preserve,2021,0.0779567971067635,-0.112810410878872,3.59,-112.07403564386821,33.335509687319345,1,3,79,20,1,0,0,0
Suguaro Lake,2021,0.0971517975174676,-0.1430126956882299,3.59,-111.54542234104356,33.598266304516876,1,3,79,20,1,0,0,0
Black Canyon City,2021,0.0969821306570445,-0.1357239768956918,0.0,-112.1229142911712,34.12896611231567,1,4,95,5,1,0,0,0
Estrella Mountain Regional Park,2021,0.0694843465842221,-0.1156560834133042,0.0,-112.36386460405505,33.32784079444161,1,4,95,5,1,0,0,0
South Mountain Park and Preserve,2021,0.0728502931841007,-0.1115131020566063,0.0,-112.07403564386821,33.335509687319345,1,4,95,5,1,0,0,0
Suguaro Lake,2021,0.0907354566260554,-0.1399510267086345,0.0,-111.54542234104356,33.598266304516876,1,4,95,5,1,0,0,0
Black Canyon City,2021,0.0900619890852016,-0.1342627952136348,0.43,-112.1229142911712,34.12896611231567,1,4,111,21,1,0,0,0
Estrella Mountain Regional Park,2021,0.0673607402948353,-0.1162419923749521,0.43,-112.36386460405505,33.32784079444161,1,4,111,21,1,0,0,0
South Mountain Park and Preserve,2021,0.0688288294423051,-0.1108983793640973,0.43,-112.07403564386821,33.335509687319345,1,4,111,21,1,0,0,0
Suguaro Lake,2021,0.0858769746844225,-0.1379043510613261,0.43,-111.54542234104356,33.598266304516876,1,4,111,21,1,0,0,0
Black Canyon City,2021,0.0883760437781175,-0.1355881629131093,0.01,-112.1229142911712,34.12896611231567,1,5,127,7,1,0,0,0
Estrella Mountain Regional Park,2021,0.0672368569904847,-0.1176882045687768,0.01,-112.36386460405505,33.32784079444161,1,5,127,7,1,0,0,0
South Mountain Park and Preserve,2021,0.068486478717916,-0.1127790054404665,0.01,-112.07403564386821,33.335509687319345,1,5,127,7,1,0,0,0
Suguaro Lake,2021,0.0856260748867198,-0.1403392667226464,0.01,-111.54542234104356,33.598266304516876,1,5,127,7,1,0,0,0
Black Canyon City,2021,0.0870702662189689,-0.1363000749171151,0.02,-112.1229142911712,34.12896611231567,1,5,143,23,1,0,0,0
Estrella Mountain Regional Park,2021,0.067066140529178,-0.118487223313474,0.02,-112.36386460405505,33.32784079444161,1,5,143,23,1,0,0,0
South Mountain Park and Preserve,2021,0.0682276585989032,-0.113245690493976,0.02,-112.07403564386821,33.335509687319345,1,5,143,23,1,0,0,0
Suguaro Lake,2021,0.0856684204985525,-0.1423666547182731,0.02,-111.54542234104356,33.598266304516876,1,5,143,23,1,0,0,0
Gold Butte National Monument,2021,0.0806141504023663,-0.1336483838690989,3.59,-114.19532579229212,36.27557715942212,1,3,86,27,1,0,0,0
Gold Butte National Monument,2021,0.0772469754724149,-0.1321115865387983,2.61,-114.19532579229212,36.27557715942212,1,4,102,12,1,0,0,0
Gold Butte National Monument,2021,0.0768645958855516,-0.1337668070045915,13.17,-114.19532579229212,36.27557715942212,1,4,118,28,1,0,0,0
Gold Butte National Monument,2021,0.074832454613912,-0.1327623508265028,0.0,-114.19532579229212,36.27557715942212,1,5,134,14,1,0,0,0
Gold Butte National Monument,2021,0.0755582553601877,-0.1347968950117214,3.48,-114.19532579229212,36.27557715942212,1,5,150,30,1,0,0,0
Golden Valley,2021,0.0771614571514182,-0.1363194151200216,0.02,-114.28358990627721,35.02097918802749,1,3,86,27,1,0,0,0
Golden Valley,2021,0.0735932115615676,-0.1344301047710035,0.01,-114.28358990627721,35.02097918802749,1,4,102,12,1,0,0,0
