id,Site,Type,date,year,NDVI,NDWI,cloud_cover
6,Carrizo Plain National Monument,Wild,2021-02-19,2021,0.15594454340191424,-0.18001104897480022,1.34
15,Lompoc Flower Fields,Plantation,2021-01-02,2021,0.15988753907385841,-0.172105324437079,13.3
6,Carrizo Plain National Monument,Wild,2021-01-02,2021,0.10902995924466061,-0.15455165763889014,13.3
7,Channel Islands National Park,Wild,2021-01-02,2021,0.04827786292416311,-0.04525321756205088,13.3
10,Figueroa Mountain,Wild,2021-01-02,2021,0.2039681919273355,-0.2145284852515366,13.3
14,Laura and Jack Dangermond Reserve,Wild,2021-01-02,2021,0.1390158368173642,-0.15188439969048495,13.3
16,Montaña de Oro State Park,Wild,2021-01-02,2021,0.19556264608763402,-0.1942334062187303,13.3
21,Sedgwick Reserve,Wild,2021-01-02,2021,0.13858123915665466,-0.16294280568496555,13.3
15,Lompoc Flower Fields,Plantation,2021-01-18,2021,0.1350763147994817,-0.15521874642624464,0.25
6,Carrizo Plain National Monument,Wild,2021-01-18,2021,0.11791791784343264,-0.1575984165469348,0.25
7,Channel Islands National Park,Wild,2021-01-18,2021,0.045842266354920384,-0.039992085519442756,0.25
10,Figueroa Mountain,Wild,2021-01-18,2021,0.21425701725873467,-0.2229675725438262,0.25
14,Laura and Jack Dangermond Reserve,Wild,2021-01-18,2021,0.1430409918618874,-0.1536406781973376,0.25
16,Montaña de Oro State Park,Wild,2021-01-18,2021,0.1918448234645442,-0.19203022718309304,0.25
21,Sedgwick Reserve,Wild,2021-01-18,2021,0.15240528002880702,-0.17100437433928597,0.25
15,Lompoc Flower Fields,Plantation,2021-02-03,2021,0.1382405479634109,-0.1582567646122455,17.68
6,Carrizo Plain National Monument,Wild,2021-02-03,2021,0.13848335028601694,-0.1682427084761741,17.68
7,Channel Islands National Park,Wild,2021-02-03,2021,0.0594621569835074,-0.053104441613096735,17.68
10,Figueroa Mountain,Wild,2021-02-03,2021,0.2094484024507222,-0.2171573396353154,17.68
14,Laura and Jack Dangermond Reserve,Wild,2021-02-03,2021,0.1541704007466426,-0.1594227784482694,17.68
16,Montaña de Oro State Park,Wild,2021-02-03,2021,0.16875698729260397,-0.16906069979574026,17.68
21,Sedgwick Reserve,Wild,2021-02-03,2021,0.16137268737739424,-0.17195639610977148,17.68
15,Lompoc Flower Fields,Plantation,2021-02-19,2021,0.14369477675378067,-0.16271595051709467,0.08
6,Carrizo Plain National Monument,Wild,2021-02-19,2021,0.15125133036549657,-0.1771216651394897,0.08
7,Channel Islands National Park,Wild,2021-02-19,2021,0.07174768635969596,-0.06664674045983983,0.08
10,Figueroa Mountain,Wild,2021-02-19,2021,0.2284460075509734,-0.2367524474447091,0.08
14,Laura and Jack Dangermond Reserve,Wild,2021-02-19,2021,0.19201338643777832,-0.19078988061225438,0.08
16,Montaña de Oro State Park,Wild,2021-02-19,2021,0.21078174056507729,-0.20683921749475837,0.08
21,Sedgwick Reserve,Wild,2021-02-19,2021,0.1847495193431361,-0.1922071149452627,0.08
7,Channel Islands National Park,Wild,2021-01-02,2021,0.04292322294177475,-0.03976379270062752,45.32
7,Channel Islands National Park,Wild,2021-01-18,2021,0.04239028438293813,-0.03813541644137326,38.45
7,Channel Islands National Park,Wild,2021-02-03,2021,0.054832534311313415,-0.04997158910508989,0.52
7,Channel Islands National Park,Wild,2021-02-19,2021,0.07062682026357231,-0.06550399359654929,0.09
19,Red Hills Recreational Managment Area,Wild,2021-01-09,2021,0.1593676547454217,-0.1677523919060781,34.11
19,Red Hills Recreational Managment Area,Wild,2021-02-10,2021,0.20349268960812777,-0.20713031964421694,7.27
19,Red Hills Recreational Managment Area,Wild,2021-02-26,2021,0.22187782476955226,-0.22151448869875223,1.01
6,Carrizo Plain National Monument,Wild,2021-01-09,2021,0.14948114945371455,-0.17655811587302872,10.75
16,Montaña de Oro State Park,Wild,2021-01-09,2021,0.14571565507485293,-0.14944058204954705,10.75
6,Carrizo Plain National Monument,Wild,2021-01-25,2021,0.1369079840812384,-0.16945201159890355,59.4
6,Carrizo Plain National Monument,Wild,2021-02-10,2021,0.16186729919511533,-0.18395536140206303,4.68
16,Montaña de Oro State Park,Wild,2021-02-10,2021,0.1838019455656708,-0.18465334154976645,4.68
6,Carrizo Plain National Monument,Wild,2021-02-26,2021,0.17442589855061524,-0.19382076142628915,0.04
16,Montaña de Oro State Park,Wild,2021-02-26,2021,0.20432917841137616,-0.20079723537457236,0.04
15,Lompoc Flower Fields,Plantation,2021-01-09,2021,0.1315185991817049,-0.15165253898783462,2.84
6,Carrizo Plain National Monument,Wild,2021-01-09,2021,0.14647462875275524,-0.17824842972871022,2.84
14,Laura and Jack Dangermond Reserve,Wild,2021-01-09,2021,0.13741738755029595,-0.151397809139404,2.84
16,Montaña de Oro State Park,Wild,2021-01-09,2021,0.14591056376530717,-0.1510394229645047,2.84
15,Lompoc Flower Fields,Plantation,2021-01-25,2021,0.05860646841762535,-0.052949749014951156,34.85
6,Carrizo Plain National Monument,Wild,2021-01-25,2021,0.17450284596799343,-0.19606178438489438,34.85
14,Laura and Jack Dangermond Reserve,Wild,2021-01-25,2021,0.17474414306400748,-0.17349432864666983,34.85
15,Lompoc Flower Fields,Plantation,2021-02-10,2021,0.13727298249066383,-0.16069963057135095,0.6
